2110	EA0574	2	2020-06-18	1.01823e+07	0.00500283	1.28808	9.07094e+06	0.465134	10.9631	None	Acceptance_Test	False	
1700	PA2001-1004	39	2020-06-18	1.0186e+07	0.109011	9.87654e+09	1.14738e+07	2.38827	31.5172	None	Acceptance_Test	True	
1740	PA2001-2511	39	2020-06-18	1.02417e+07	0.112092	2.20205	1.06592e+07	1.23492	28.6402	None	Acceptance_Test	True	
1683	PA2001-1020	39	2020-06-18	9.69116e+06	0.0889007	1.81324	1.03626e+07	1.11881	28.4803	None	Acceptance_Test	True	
1705	PA2001-1018	39	2020-06-18	9.8943e+06	0.0871943	1.33157	1.04682e+07	1.35577	28.7186	None	Acceptance_Test	True	
1751	PA2001-1022	39	2020-06-18	9.87043e+06	0.0916755	1.93669	1.02441e+07	1.12998	29.2302	None	Acceptance_Test	True	
1734	PA2001-2517	39	2020-06-18	1.08481e+07	0.0903716	1.08816	1.15461e+07	1.60551	29.0829	None	Acceptance_Test	True	
1688	PA2001-1034	39	2020-06-18	1.11399e+07	0.107852	9.87654e+09	1.14982e+07	2.0833	27.7806	None	Acceptance_Test	True	
1694	PA2001-1017	39	2020-06-18	9.69598e+06	0.096411	1.45351	1.00781e+07	1.45356	29.4565	None	Acceptance_Test	True	
1934	EA5607	+2	2020-06-18	1.01947e+07	0.0747789	2.70585	1.07711e+07	1.27994	24.7315	None	Potting_Test	False	
1869	EA7091	+2	2020-06-18	9.96842e+06	0.0837221	2.52328	1.07474e+07	1.79297	26.9439	None	Potting_Test	False	
2054	EA6798	+2	2020-06-18	9.72898e+06	0.0809413	3.18202	1.03899e+07	1.30194	29.949	None	Potting_Test	False	
1883	EA5459	+2	2020-06-18	1.01462e+07	0.0828114	3.39967	1.0484e+07	1.05687	26.4738	None	Potting_Test	False	
1829	EA6801	+2	2020-06-18	9.84548e+06	0.0723863	4.13464	1.02482e+07	0.702175	26.7413	None	Potting_Test	False	
1969	EA6955	+2	2020-06-18	1.01139e+07	0.0900635	3.05917	1.05653e+07	1.41837	27.6267	None	Potting_Test	False	
1919	EA7112	+2	2020-06-18	1.01622e+07	0.0851294	4.44294	1.02635e+07	0.752013	26.8781	None	Potting_Test	False	
1837	EA6996	+2	2020-06-18	9.91158e+06	0.0717168	2.90774	1.04454e+07	1.1708	26.3979	None	Potting_Test	False	
1849	EA6813	+2	2020-06-18	9.96959e+06	0.0973131	3.16316	1.0421e+07	1.61937	30.6643	None	Potting_Test	False	
2109	EA6831	+2	2020-06-18	1.02621e+07	0.0834332	3.80764	1.03861e+07	0.937969	27.5373	None	Potting_Test	False	
1931	EA6766	+2	2020-06-18	1.00088e+07	0.0868644	2.63534	1.07769e+07	1.79806	28.1443	None	Potting_Test	False	
1835	EA7084	+2	2020-06-18	1.02014e+07	0.0808119	4.21865	1.03422e+07	0.77453	27.1513	None	Potting_Test	False	
2104	EA6757	+2	2020-06-18	1.05163e+07	0.0790341	2.49834	1.08653e+07	1.86763	29.0858	None	Potting_Test	False	
1904	EA7122	+2	2020-06-18	1.00029e+07	0.0687229	2.88815	1.03773e+07	1.0927	25.4656	None	Potting_Test	False	
1742	EA6984	+2	2020-06-18	9.90146e+06	0.0830926	2.9389	1.02567e+07	1.36845	27.076	None	Potting_Test	False	
1947	EA6809	+2	2020-06-18	1.36055e+07	0.157445	4.01828	1.55718e+07	1.69996	28.5156	None	Potting_Test	False	
2039	EA5448	+2	2020-06-18	9.92399e+06	0.111875	3.75496	1.04796e+07	1.27361	27.2906	None	Potting_Test	False	
1821	EA6784	+2	2020-06-18	9.96182e+06	0.0792035	3.02237	1.0591e+07	1.25028	27.1727	None	Potting_Test	False	
1801	EA7123	+2	2020-06-18	1.01358e+07	0.0872027	3.48892	1.11487e+07	1.11873	27.6208	None	Potting_Test	False	
1838	EA6764	+2	2020-06-18	9.87654e+09	0.62307	21.8838	9.87654e+09	0.801004	24.8455	None	Potting_Test	False	
1609	EA0339	1	2020-06-18	9.59535e+06	0.114491	5.98706	1.00575e+07	0.572217	25.2469	None	Acceptance_Test	False	
1725	PA1911-1430	39	2020-06-18	9.73135e+06	0.163216	4.05045	1.0456e+07	1.00257	29.0148	None	Acceptance_Test	True	
1697	PA1912-2530	38	2020-06-18	1.00086e+07	0.132862	3.32565	1.05082e+07	0.87088	26.2649	None	Acceptance_Test	True	
1709	PA1912-1193	39	2020-06-18	1.00175e+07	0.165411	5.04504	1.04887e+07	0.910239	31.3826	None	Acceptance_Test	True	
1749	PA1912-1169	39	2020-06-18	1.01986e+07	0.151331	4.33196	1.04646e+07	0.985141	32.6304	None	Acceptance_Test	True	
1736	PA1911-1246	38	2020-06-18	1.02061e+07	0.141427	3.11444	1.07465e+07	1.10523	29.818	None	Acceptance_Test	True	
1760	PA1912-1061	38	2020-06-18	1.08484e+07	0.119275	3.14792	1.11825e+07	0.891633	28.7382	None	Acceptance_Test	True	
1709	PA1912-2541	38	2020-06-18	9.91457e+06	0.154587	3.26992	1.07295e+07	1.14872	29.469	None	Acceptance_Test	True	
1691	PA1910-1181	38	2020-06-18	8.84819e+06	0.204073	4.98175	9.46844e+06	1.16065	32.1021	None	Acceptance_Test	True	
2106	EA6833	+2	2020-06-18	1.00318e+07	0.128797	5.73013	1.03018e+07	0.785626	28.9875	None	Potting_Test	False	
1786	EA6781	+2	2020-06-18	9.90057e+06	0.140817	5.22713	1.02646e+07	0.986892	29.6061	None	Potting_Test	False	
1889	EA6840	+2	2020-06-18	1.01384e+07	0.128998	4.60278	1.03431e+07	1.04611	29.0111	None	Potting_Test	False	
1924	EA7092	+2	2020-06-18	9.94398e+06	0.127643	4.8941	1.00956e+07	0.886352	27.0325	None	Potting_Test	False	
1851	EA6759	+2	2020-06-18	8.96756e+06	0.10626	5.03324	9.10252e+06	0.680107	25.8984	None	Potting_Test	False	
1885	EA7081	+2	2020-06-18	9.87654e+09	1.04968	25.2064	9.87654e+09	1.01134	24.3287	None	Potting_Test	False	
1650	PA1704-731	2	2020-06-18	7.88367e+06	0.133042	3.71468	8.19367e+06	0.785901	25.8886	None	Acceptance_Test	False	
2105	EA6848	+2	2020-06-18	6.83469e+06	0.124303	6.29778	7.34189e+06	0.616253	26.5934	None	Potting_Test	False	
1689	PA1705-117	2	2020-06-18	1.07461e+07	0.13862	4.32191	1.09338e+07	0.750026	26.9305	None	Acceptance_Test	False	
1960	EA6994	+2	2020-06-18	1.00442e+07	0.498199	20.9969	1.0022e+07	0.740744	30.6498	None	Potting_Test	False	
1851	EA6814	+2	2020-06-18	4.09716e+06	0.221021	7.17086	7.00688e+06	0.979172	27.7565	None	Potting_Test	False	
1827	EA6786	+2	2020-06-18	1.0055e+07	0.113286	3.69969	1.03383e+07	1.13898	26.6071	None	Potting_Test	False	
1810	EA7044	+2	2020-06-18	9.87654e+09	0.0377215	2.42976	9.87654e+09	0.212899	8.2819	None	Potting_Test	False	
1769	EA7136	+2	2020-06-18	9.73965e+06	0.107716	4.99907	1.01533e+07	0.70902	26.3763	None	Potting_Test	False	
1757	EA6834	+2	2020-06-18	9.77279e+06	0.142318	4.44164	1.0269e+07	1.22784	29.399	None	Potting_Test	False	
1844	EA7054	+2	2020-06-18	9.30483e+06	0.175016	6.19662	9.54117e+06	0.908373	27.2611	None	Potting_Test	False	
1800	EA6028	+2	2020-06-18	1.00032e+07	0.1447	6.15027	1.0198e+07	0.843827	30.2148	None	Potting_Test	False	
1862	EA7102	+2	2020-06-18	9.73002e+06	0.139554	6.55885	9.95462e+06	0.767102	30.7933	None	Potting_Test	False	
1932	EA7079	+2	2020-06-18	9.8463e+06	0.133062	5.26221	1.02438e+07	0.880069	28.238	None	Potting_Test	False	
2109	EA0574	2	2020-06-17	1.00834e+07	0.070642	2.84255	1.05555e+07	1.15875	25.5674	None	Acceptance_Test	False	
1763	PA1912-1024	38	2020-06-17	1.058e+07	0.142678	1.3678	1.13729e+07	2.48358	32.8071	None	Acceptance_Test	True	
1707	PA1912-1074	38	2020-06-17	1.13607e+07	0.102246	1.93799	1.20631e+07	1.31603	30.5743	None	Acceptance_Test	True	
1738	PA1912-2514	38	2020-06-17	1.07976e+07	0.090145	1.84988	1.12482e+07	1.19187	30.3927	None	Acceptance_Test	True	
1757	PA1912-1032	38	2020-06-17	1.06507e+07	0.0903759	1.4095	1.1074e+07	1.29815	27.4638	None	Acceptance_Test	True	
1720	PA1912-1099	38	2020-06-17	1.02296e+07	0.0830536	1.67893	1.08458e+07	1.0767	27.8141	None	Acceptance_Test	True	
1650	PA1912-2529	38	2020-06-17	1.06098e+07	0.0882926	1.04463	1.11659e+07	1.55093	28.0668	None	Acceptance_Test	True	
1685	PA1912-1072	38	2020-06-17	1.00621e+07	0.103681	9.87654e+09	1.04717e+07	2.21715	29.6172	None	Acceptance_Test	True	
1687	PA1705-12	2	2020-06-17	9.57585e+06	0.0802701	1.07556	1.00005e+07	1.2211	24.6171	None	Acceptance_Test	False	
1877	EA6837	+2	2020-06-17	1.00697e+07	0.0804936	2.82325	1.0608e+07	1.34056	25.8473	None	Potting_Test	False	
1840	EA7140	+2	2020-06-17	1.00855e+07	0.0778187	2.42783	1.08338e+07	1.69447	25.528	None	Potting_Test	False	
2145	EA4833	+2	2020-06-17	9.97267e+06	0.0789066	3.13143	1.05623e+07	1.29114	29.7102	None	Potting_Test	False	
1751	EA6233	+2	2020-06-17	1.01125e+07	0.0838785	3.42841	1.05269e+07	1.07879	26.9986	None	Potting_Test	False	
1946	EA6850	+2	2020-06-17	9.93385e+06	0.0764204	4.29988	1.01522e+07	0.746745	28.3645	None	Potting_Test	False	
